Sexo,Idade,Cor,Tempo de Estudo,Renda,Altura
Masculino,41,Preta,12,2000,1.75
Masculino,48,Parda,12,1700,1.71
Masculino,29,Branca,12,3000,1.82
Masculino,73,Branca,13,1000,1.68
Masculino,50,Branca,16,5500,1.57
Masculino,58,Branca,5,2500,1.79
Masculino,45,Branca,14,10000,1.78
Masculino,48,Parda,12,2500,1.81
Feminino,64,Branca,16,1600,1.82
Masculino,28,Preta,12,1400,1.67
Masculino,31,Parda,12,2000,1.71
Masculino,54,Branca,8,4500,1.67
Feminino,49,Branca,16,2800,1.59
Masculino,61,Parda,13,0,1.65
Feminino,44,Preta,12,1200,1.52
Feminino,31,Branca,12,2500,1.76
Masculino,57,Branca,14,10000,1.85
Masculino,55,Branca,15,7500,1.69
Feminino,50,Branca,14,8000,1.66
Feminino,49,Parda,9,320,1.82
Masculino,46,Branca,7,1600,1.7
Feminino,44,Parda,9,1200,1.8
Masculino,27,Branca,9,1500,1.83
Feminino,41,Branca,9,800,1.63
Masculino,49,Branca,5,800,1.72
Masculino,41,Parda,12,2000,1.8
Feminino,62,Branca,9,1300,1.66
Feminino,62,Branca,13,600,1.61
Masculino,54,Branca,12,3500,1.74
Masculino,29,Parda,11,1000,1.86
Masculino,43,Parda,5,1750,1.7
Masculino,32,Parda,12,7000,1.75
Feminino,42,Parda,8,1300,1.71
Feminino,29,Branca,12,1088,1.6
Feminino,64,Branca,9,170,1.65
Feminino,69,Branca,9,200,1.61
Masculino,28,Branca,10,1200,1.7
Feminino,24,Branca,1,905,1.64
Feminino,58,Branca,6,800,1.62
Masculino,68,Branca,12,7000,1.82
Masculino,43,Preta,12,3000,1.73
Feminino,53,Branca,12,400,1.68
Masculino,44,Branca,16,3500,1.76
Masculino,37,Branca,16,6000,1.56
Masculino,70,Parda,9,1500,1.63
Masculino,64,Branca,16,2800,1.9
Feminino,50,Branca,16,2200,1.98
Feminino,57,Branca,6,1360,1.75
Feminino,48,Branca,16,2300,1.68
Feminino,32,Branca,15,3000,1.72
Masculino,46,Branca,1,1300,1.69
Feminino,59,Branca,16,4000,1.61
Feminino,54,Parda,9,1000,1.68
Masculino,49,Branca,3,1450,1.52
Feminino,44,Branca,12,1600,1.48
Feminino,41,Branca,1,1100,1.69
Feminino,31,Branca,15,1700,1.86
Feminino,41,Preta,10,1300,1.57
Masculino,57,Branca,16,2500,1.72
Masculino,44,Preta,12,1600,1.77
Masculino,37,Branca,15,4000,1.64
Masculino,45,Branca,16,3500,1.7
Masculino,46,Branca,14,2500,1.71
Feminino,51,Branca,16,1300,1.76
Masculino,32,Branca,16,8500,1.84
Masculino,43,Branca,12,5000,1.73
Feminino,37,Branca,16,5000,1.77
Masculino,53,Branca,16,4000,1.8
Masculino,40,Branca,1,850,1.77
Masculino,33,Branca,16,1000,1.72
Feminino,37,Parda,6,1500,1.69
Masculino,38,Preta,7,1300,1.65
Masculino,52,Branca,5,2000,1.67
Masculino,25,Branca,15,1500,1.66
Masculino,39,Preta,14,2000,1.53
Masculino,35,Branca,12,1800,1.67
Masculino,55,Parda,5,1000,1.67
Masculino,52,Parda,10,1500,1.75
Masculino,47,Branca,12,1200,1.73
Masculino,56,Parda,4,500,1.82
Feminino,27,Branca,14,1000,1.62
Masculino,45,Preta,9,1000,1.64
Masculino,44,Parda,12,400,1.61
Masculino,29,Branca,5,2000,1.86
Feminino,53,Parda,12,400,1.71
Masculino,30,Parda,10,1600,1.73
Masculino,51,Branca,11,800,1.9
Masculino,61,Branca,3,500,1.68
Feminino,52,Parda,9,788,1.65
Masculino,31,Parda,12,1600,1.59
Masculino,19,Preta,10,1300,1.76
Masculino,29,Parda,9,1800,1.63
Feminino,43,Preta,13,1900,1.69
Masculino,43,Parda,12,4000,1.92
Masculino,53,Branca,9,1200,1.73
Masculino,59,Parda,9,3500,1.79
Masculino,44,Parda,7,4000,1.7
Masculino,46,Parda,8,1500,1.69
Masculino,49,Branca,6,1200,1.6
Feminino,39,Branca,3,600,1.61
Masculino,44,Parda,12,960,1.63
Masculino,31,Parda,5,1300,1.87
Feminino,47,Branca,9,1000,1.59
Masculino,30,Branca,12,1600,1.63
Masculino,52,Parda,12,1200,1.71
Masculino,40,Parda,5,1500,1.74
Feminino,41,Parda,6,1000,1.73
Feminino,61,Parda,9,916,1.84
Feminino,52,Parda,7,788,1.6
Masculino,52,Branca,5,2500,1.61
Masculino,25,Parda,11,1000,1.74
Masculino,31,Parda,11,1218,1.57
Masculino,20,Parda,9,1140,1.62
Feminino,46,Branca,8,1000,1.75
Masculino,56,Parda,6,1200,1.64
Feminino,35,Branca,12,1200,1.59
Masculino,27,Parda,12,1800,1.71
Masculino,49,Parda,1,2000,1.74
Masculino,36,Parda,9,1300,1.58
Feminino,26,Parda,11,1000,1.72
Masculino,40,Parda,9,1000,1.48
Masculino,52,Branca,4,1400,1.57
Masculino,35,Preta,7,1240,1.61
Feminino,29,Branca,12,400,1.82
Masculino,29,Branca,10,1600,1.62
Masculino,49,Preta,1,858,1.73
Feminino,38,Parda,12,720,1.75
Masculino,49,Parda,5,1200,1.93
Feminino,40,Parda,6,1600,1.71
Feminino,55,Branca,3,1000,1.81
Masculino,30,Branca,12,3400,1.65
Masculino,51,Parda,12,2300,1.63
Masculino,60,Parda,5,15000,1.5
Feminino,35,Parda,8,485,1.67
Masculino,48,Preta,12,1700,1.6
Feminino,61,Branca,7,500,1.73
Masculino,39,Preta,9,2000,1.58
Feminino,51,Parda,7,720,1.71
Masculino,55,Branca,5,3100,1.78
Masculino,33,Branca,12,1500,1.79
Masculino,30,Parda,12,1100,1.78
Feminino,46,Branca,4,916,1.72
Masculino,55,Branca,5,4000,1.58
Feminino,26,Branca,12,1200,1.71
Masculino,40,Branca,7,2500,1.71
Masculino,43,Parda,3,1500,1.64
Masculino,39,Preta,6,2500,1.83
Feminino,37,Parda,12,1300,1.68
Masculino,40,Parda,6,1600,1.71
Feminino,40,Preta,6,890,1.67
Feminino,27,Parda,5,1600,1.47
Feminino,31,Preta,12,1041,1.75
Feminino,30,Preta,16,3000,1.78
Masculino,34,Branca,10,1500,1.59
Masculino,41,Parda,3,2500,1.77
Masculino,46,Parda,4,1580,1.71
Masculino,50,Preta,9,2100,1.62
Feminino,59,Parda,5,960,1.61
Feminino,50,Parda,8,180,1.72
Masculino,61,Parda,3,1500,1.67
Masculino,52,Branca,5,180,1.75
Masculino,37,Preta,5,1325,1.84
Feminino,48,Parda,12,1300,1.76
Masculino,44,Branca,8,1200,1.69
Feminino,59,Branca,5,1200,1.61
Masculino,31,Parda,17,1112,1.73
Feminino,25,Parda,12,950,1.63
Masculino,29,Branca,12,1600,1.74
Masculino,61,Branca,16,15000,1.77
Masculino,45,Branca,16,0,1.71
Masculino,60,Branca,16,30000,1.65
Masculino,32,Preta,12,1500,1.72
Masculino,40,Branca,16,15000,1.54
Masculino,49,Branca,12,7500,1.77
Feminino,59,Branca,16,13000,1.75
Masculino,53,Branca,16,12000,1.81
Feminino,33,Branca,16,7000,1.59
Masculino,54,Branca,16,30000,1.69
Feminino,40,Branca,16,10000,1.64
Masculino,57,Branca,16,6000,1.68
Masculino,58,Branca,16,24000,1.75
Masculino,47,Branca,16,12000,1.6
Masculino,34,Branca,16,4000,1.66
Masculino,44,Amarela,16,20000,1.61
Feminino,39,Branca,16,8000,1.54
Masculino,31,Parda,8,1800,1.59
Masculino,32,Parda,11,2000,1.7
Feminino,39,Branca,15,1200,1.65
Masculino,36,Parda,12,2000,1.61
Feminino,28,Branca,15,1500,1.69
Feminino,27,Branca,13,1200,1.69
Masculino,49,Preta,12,1500,1.9
Feminino,32,Branca,12,1100,1.67
Feminino,49,Branca,12,1000,1.71
Masculino,55,Parda,5,1500,1.71
Feminino,48,Branca,6,1000,1.65
Masculino,40,Parda,12,2000,1.74
Masculino,59,Branca,12,1500,1.74
Masculino,27,Branca,12,1100,1.7
Masculino,39,Branca,5,1500,1.72
Masculino,53,Branca,6,1200,1.6
Masculino,42,Parda,6,1600,1.63
Masculino,58,Preta,10,1000,1.69
Masculino,74,Preta,1,1200,1.71
Feminino,39,Parda,1,2000,1.72
Masculino,27,Branca,12,1300,1.73
Masculino,54,Parda,9,2000,1.57
Masculino,28,Branca,12,2000,1.65
Feminino,36,Branca,12,2000,1.75
Masculino,40,Branca,12,1800,1.64
Masculino,35,Branca,16,2400,1.62
Feminino,57,Branca,15,1200,1.77
Masculino,65,Branca,5,3500,1.78
Masculino,53,Branca,12,4500,1.61
Masculino,43,Parda,16,3200,1.79
Feminino,45,Branca,12,700,1.67
Feminino,51,Branca,8,400,1.74
Feminino,24,Parda,12,853,1.59
Masculino,20,Parda,10,1000,1.61
Masculino,39,Branca,11,1073,1.69
Feminino,31,Branca,16,3200,1.54
Masculino,47,Branca,16,12000,1.69
Masculino,55,Branca,16,8000,1.61
Masculino,66,Branca,14,14000,1.84
Masculino,58,Branca,12,8000,1.82
Feminino,51,Branca,16,1000,1.68
Masculino,60,Branca,16,3000,1.59
Masculino,54,Branca,13,14000,1.91
Masculino,56,Branca,16,5600,1.54
Masculino,54,Branca,16,8000,1.81
Masculino,28,Branca,16,6870,1.71
Masculino,56,Branca,14,1800,1.73
Feminino,50,Parda,16,12000,1.86
Masculino,55,Branca,13,2500,1.82
Feminino,50,Branca,15,1900,1.9
Masculino,49,Branca,12,15000,1.66
Feminino,54,Branca,12,5500,1.59
Masculino,59,Branca,16,15700,1.64
Masculino,47,Branca,16,20000,1.71
Masculino,64,Branca,16,10000,1.67
Masculino,44,Branca,16,15800,1.66
Feminino,71,Branca,16,3000,1.69
Masculino,62,Amarela,16,20000,1.78
Masculino,41,Branca,16,20000,1.62
Masculino,41,Branca,16,10000,1.73
Masculino,42,Branca,16,17000,1.71
Masculino,34,Branca,16,20000,1.53
Masculino,45,Branca,16,9000,1.73
Feminino,32,Branca,16,7000,1.61
Masculino,28,Parda,16,10000,1.77
Feminino,20,Branca,14,600,1.69
Feminino,36,Branca,16,10000,1.7
Masculino,54,Branca,16,10000,1.68
Masculino,41,Branca,16,7000,1.61
Feminino,30,Branca,16,8000,1.73
Feminino,29,Branca,16,7000,1.71
Masculino,24,Preta,10,1250,1.66
Masculino,39,Branca,12,700,1.68
Feminino,26,Branca,12,420,1.65
Masculino,72,Branca,5,960,1.71
Masculino,54,Branca,9,960,1.73
Masculino,66,Parda,5,300,1.7
Masculino,48,Parda,16,300,1.69
Masculino,59,Parda,5,900,1.73
Feminino,52,Parda,2,788,1.71
Masculino,56,Branca,5,1200,1.85
Masculino,27,Preta,9,788,1.82
Masculino,55,Branca,5,500,1.76
Feminino,53,Parda,9,1005,1.64
Masculino,33,Parda,12,2700,1.61
Feminino,68,Parda,3,1000,1.71
Feminino,45,Parda,12,900,1.72
Feminino,56,Parda,12,2200,1.61
Feminino,48,Parda,2,200,1.63
Feminino,46,Parda,12,1300,1.73
Masculino,60,Parda,5,2500,1.68
Feminino,40,Branca,12,1500,1.51
Masculino,52,Parda,12,6000,1.79
Masculino,60,Branca,7,4300,1.64
Feminino,54,Branca,4,1000,1.83
Masculino,46,Parda,12,3000,1.65
Masculino,53,Parda,9,1200,1.62
Feminino,28,Branca,7,150,1.77
Masculino,25,Parda,14,1280,1.6
Masculino,30,Parda,10,1300,1.62
Masculino,61,Preta,2,800,1.8
Feminino,32,Branca,12,2000,1.71
Masculino,38,Preta,12,1500,1.77
Masculino,58,Parda,5,1000,1.62
Feminino,49,Parda,5,1000,1.63
Feminino,57,Preta,5,1200,1.74
Masculino,62,Parda,4,1200,1.69
Masculino,29,Preta,12,1250,1.61
Masculino,29,Branca,12,1500,1.67
Masculino,30,Parda,7,1200,1.69
Masculino,43,Parda,15,300,1.66
Masculino,37,Parda,12,1300,1.62
Masculino,41,Parda,5,2100,1.73
Masculino,65,Parda,2,1000,1.62
Masculino,46,Parda,16,2000,1.9
Masculino,57,Preta,16,1700,1.75
Masculino,31,Branca,12,1280,1.7
Feminino,35,Branca,9,100,1.68
Masculino,55,Preta,7,3500,1.74
Feminino,29,Branca,12,1200,1.68
Feminino,43,Branca,9,788,1.68
Feminino,29,Preta,12,1600,1.43
Masculino,44,Preta,11,1500,1.6
Masculino,37,Parda,12,1500,1.63
Feminino,50,Branca,12,1000,1.62
Masculino,44,Branca,8,1050,1.6
Feminino,42,Parda,12,1500,1.75
Feminino,40,Parda,16,1400,1.69
Feminino,39,Branca,9,1200,1.71
Masculino,54,Branca,10,1900,1.65
Masculino,28,Parda,14,1500,1.74
Masculino,50,Branca,12,2500,1.63
Masculino,60,Parda,12,1500,1.58
Masculino,49,Branca,12,1200,1.64
Masculino,36,Parda,9,2000,1.76
Feminino,46,Preta,12,6000,1.71
Feminino,49,Branca,12,2000,1.73
Masculino,34,Branca,16,5000,1.73
Feminino,47,Branca,12,1300,1.77
Feminino,55,Parda,12,2500,1.74
Masculino,52,Parda,8,4000,1.68
Masculino,27,Branca,15,7000,1.65
Masculino,51,Preta,10,3500,1.63
Masculino,57,Branca,12,1500,1.67
Feminino,54,Branca,11,788,1.75
Feminino,53,Branca,12,1200,1.77
Masculino,40,Parda,16,2000,1.56
Masculino,34,Branca,8,1000,1.76
Masculino,44,Parda,14,1500,1.65
Masculino,39,Parda,16,1500,1.74
Masculino,44,Branca,5,1500,1.66
Masculino,45,Indígena,7,1600,1.61
Feminino,24,Parda,12,1100,1.65
Feminino,55,Preta,12,2500,1.81
Masculino,27,Parda,15,3000,1.74
Feminino,49,Branca,16,5000,1.72
Feminino,43,Branca,4,1180,1.6
Feminino,41,Parda,14,1500,1.74
Feminino,28,Branca,12,400,1.61
Feminino,36,Preta,16,3000,1.85
Feminino,48,Branca,7,800,1.66
Masculino,63,Amarela,16,1700,1.66
Masculino,60,Parda,15,9000,1.59
Feminino,34,Branca,5,800,1.75
Masculino,29,Branca,12,1600,1.74
Masculino,69,Parda,3,1500,1.73
Masculino,28,Branca,16,3800,1.76
Feminino,42,Branca,16,3500,1.73
Masculino,33,Parda,13,12000,1.74
Masculino,70,Amarela,15,4000,1.75
Feminino,64,Branca,16,2000,1.89
Masculino,67,Branca,12,2500,1.84
Masculino,33,Preta,16,13000,1.77
Masculino,46,Amarela,16,10000,1.76
Masculino,25,Parda,11,200,1.7
Feminino,53,Parda,12,2000,1.74
Feminino,42,Branca,12,2000,1.75
Feminino,34,Parda,13,2700,1.62
Masculino,48,Branca,9,2000,1.67
Masculino,51,Branca,13,5000,1.67
Feminino,41,Preta,13,7500,1.59
Masculino,46,Parda,11,2000,1.76
Masculino,45,Branca,12,900,1.67
Masculino,37,Branca,7,2200,1.68
Feminino,39,Branca,12,980,1.72
Masculino,63,Parda,7,3500,1.72
Masculino,62,Branca,9,2000,1.57
Masculino,44,Parda,5,1800,1.85
Masculino,47,Parda,9,2100,1.8
Masculino,43,Parda,12,1300,1.7
Masculino,45,Parda,14,2000,1.59
Masculino,31,Branca,16,9000,1.64
Masculino,63,Branca,16,18000,1.69
Masculino,53,Branca,12,10000,1.76
Masculino,43,Branca,16,20000,1.52
Masculino,50,Branca,16,10000,1.65
Masculino,61,Branca,12,3500,1.68
Feminino,47,Branca,16,5000,1.61
Masculino,52,Amarela,16,3000,1.64
Masculino,30,Branca,16,3000,1.6
Masculino,58,Parda,1,950,1.68
Masculino,60,Parda,1,1200,1.69
Feminino,60,Parda,5,1600,1.76
Masculino,36,Parda,9,2200,1.72
Feminino,48,Branca,12,2800,1.6
Feminino,39,Branca,16,1200,1.77
Feminino,27,Parda,13,788,1.8
Masculino,41,Parda,9,2500,1.84
Feminino,53,Parda,5,1000,1.49
Feminino,47,Branca,16,800,1.66
Feminino,25,Parda,12,1086,1.59
Masculino,27,Branca,16,2200,1.69
Feminino,53,Branca,16,3000,1.79
Feminino,49,Branca,6,1100,1.75
Masculino,48,Branca,12,3200,1.82
Masculino,37,Amarela,16,2000,1.61
Masculino,69,Branca,11,600,1.54
Masculino,52,Branca,13,400,1.61
Masculino,56,Branca,6,1000,1.6
Masculino,33,Branca,5,2800,1.67
Feminino,48,Parda,16,6000,1.73
Masculino,75,Branca,1,450,1.69
Masculino,33,Branca,16,3000,1.66
Masculino,33,Branca,16,16000,1.72
Masculino,42,Amarela,16,6000,1.65
Masculino,44,Branca,16,4500,1.79
Masculino,33,Branca,16,14000,1.63
Feminino,41,Branca,16,5000,1.75
Masculino,31,Branca,16,3200,1.85
Masculino,29,Parda,16,8200,1.56
Masculino,32,Parda,16,13000,1.7
Feminino,45,Branca,12,1270,1.85
Feminino,64,Preta,3,800,1.7
Feminino,60,Branca,12,1900,1.65
Masculino,50,Branca,9,1600,1.65
Masculino,59,Parda,5,1800,1.61
Masculino,42,Preta,9,2300,1.82
Masculino,55,Branca,3,788,1.72
Feminino,45,Branca,12,2000,1.75
Masculino,37,Preta,9,1600,1.74
Feminino,55,Branca,12,800,1.74
Feminino,32,Preta,11,1250,1.82
Feminino,46,Branca,1,1500,1.66
Masculino,34,Branca,12,1500,1.7
Masculino,55,Parda,12,1000,1.76
Masculino,51,Branca,12,4300,1.68
Masculino,26,Parda,8,3500,1.6
Masculino,68,Branca,12,1000,1.7
Masculino,52,Parda,8,1800,1.55
Masculino,37,Parda,12,5200,1.58
Feminino,39,Branca,8,1500,1.76
Masculino,56,Parda,8,788,1.65
Masculino,36,Branca,12,3000,1.7
Masculino,45,Parda,12,2500,1.69
Masculino,31,Parda,12,1400,1.71
Masculino,59,Branca,5,600,1.55
Feminino,26,Branca,12,1412,1.6
Feminino,55,Preta,8,1000,1.61
Feminino,43,Branca,12,1000,1.77
Feminino,37,Preta,10,1200,1.64
Masculino,40,Parda,9,1000,1.65
Feminino,36,Branca,16,2000,1.72
Masculino,48,Parda,9,2200,1.65
Feminino,48,Parda,9,800,1.67
Feminino,54,Parda,5,788,1.64
Masculino,31,Branca,12,2000,1.73
Masculino,54,Preta,5,2250,1.71
Masculino,55,Branca,12,1200,1.76
Masculino,37,Branca,8,1800,1.57
Masculino,34,Parda,12,1600,1.68
Masculino,50,Branca,6,914,1.64
Masculino,59,Branca,4,1200,1.78
Masculino,50,Branca,13,1100,1.69
Masculino,51,Branca,7,2600,1.73
Feminino,48,Parda,6,600,1.68
Masculino,44,Branca,9,2000,1.7
Masculino,21,Parda,6,1100,1.68
Masculino,39,Branca,4,1000,1.78
Feminino,52,Branca,9,788,1.82
Feminino,38,Parda,6,1000,1.62
Masculino,28,Parda,1,1012,1.64
Feminino,64,Branca,9,800,1.67
Masculino,65,Branca,8,500,1.54
Masculino,31,Branca,13,1200,1.56
Masculino,44,Parda,5,3000,1.79
Masculino,26,Branca,1,1200,1.69
Masculino,42,Parda,12,1300,1.75
Masculino,44,Branca,12,6000,1.71
Masculino,63,Branca,9,1000,1.67
Masculino,58,Branca,2,2100,1.65
Feminino,54,Branca,1,1300,1.66
Masculino,47,Parda,12,1500,1.62
Feminino,46,Parda,9,600,1.85
Feminino,42,Parda,12,700,1.76
Masculino,39,Parda,9,1250,1.59
Masculino,48,Parda,5,1200,1.55
Masculino,46,Parda,12,2000,1.63
Masculino,32,Preta,16,2300,1.64
Masculino,39,Branca,6,2100,1.76
Masculino,53,Parda,8,1509,1.73
Masculino,60,Parda,13,1500,1.68
Masculino,50,Parda,9,7000,1.73
Feminino,33,Branca,15,2000,1.67
Masculino,53,Branca,10,1500,1.7
Masculino,32,Branca,11,700,1.6
Masculino,26,Branca,7,1200,1.6
Feminino,42,Parda,9,900,1.66
Masculino,28,Branca,12,1600,1.58
Feminino,48,Parda,7,1000,1.72
Masculino,40,Parda,12,1500,1.7
Masculino,36,Preta,12,1400,1.74
Feminino,42,Parda,10,1500,1.63
Feminino,30,Parda,6,500,1.79
Masculino,40,Parda,9,1300,1.68
Feminino,41,Parda,12,1200,1.79
Feminino,55,Parda,1,1600,1.7
Masculino,40,Parda,1,1800,1.79
Masculino,51,Parda,4,1000,1.79
Masculino,29,Preta,8,1900,1.71
Masculino,65,Parda,9,1400,1.72
Feminino,54,Parda,5,1000,1.67
Masculino,30,Parda,12,800,1.63
Masculino,34,Branca,5,1008,1.65
Masculino,40,Parda,12,1200,1.58
Masculino,42,Branca,9,1350,1.7
Feminino,28,Branca,13,1000,1.57
Masculino,60,Parda,6,1200,1.83
Masculino,37,Parda,6,1500,1.68
Masculino,23,Branca,8,1200,1.65
Masculino,40,Parda,6,1200,1.73
Masculino,42,Parda,9,1590,1.67
Masculino,42,Parda,5,1500,1.79
Feminino,53,Branca,7,800,1.76
Masculino,49,Parda,7,1300,1.61
Masculino,44,Branca,6,1200,1.65
Masculino,26,Parda,11,1580,1.73
Masculino,46,Parda,5,1140,1.7
Feminino,46,Parda,9,880,1.7
Masculino,34,Parda,12,2000,1.79
Masculino,40,Indígena,12,800,1.62
Masculino,43,Parda,12,3000,1.68
Masculino,28,Parda,12,1200,1.63
Feminino,59,Parda,12,600,1.63
Masculino,46,Parda,12,1500,1.76
Masculino,31,Branca,16,1200,1.76
Masculino,48,Branca,7,5000,1.64
Feminino,56,Parda,12,680,1.84
Masculino,50,Branca,9,1500,1.7
Masculino,21,Preta,12,788,1.62
Masculino,46,Branca,12,1500,1.72
Masculino,68,Branca,9,1000,1.71
Masculino,34,Parda,12,2500,1.67
Masculino,57,Parda,2,500,1.67
Masculino,39,Parda,14,1300,1.74
Masculino,60,Branca,4,2000,1.76
Masculino,49,Branca,12,2000,1.63
Masculino,35,Parda,12,1100,1.72
Masculino,27,Branca,12,2600,1.63
Masculino,38,Branca,12,1000,1.6
Masculino,38,Parda,12,1200,1.79
Feminino,54,Parda,9,1300,1.7
Feminino,48,Branca,12,550,1.74
Feminino,42,Branca,12,890,1.68
Masculino,35,Branca,12,1500,1.71
Feminino,43,Branca,12,2000,1.7
Feminino,43,Parda,12,900,1.69
Feminino,30,Preta,10,700,1.79
Masculino,41,Parda,14,2000,1.79
Feminino,49,Preta,16,500,1.77
Feminino,45,Preta,12,400,1.71
Masculino,70,Parda,7,3290,1.58
Masculino,25,Branca,12,1200,1.73
Feminino,36,Branca,12,1200,1.73
Masculino,46,Parda,12,3200,1.75
Masculino,57,Branca,16,14800,1.75
Feminino,26,Branca,16,4500,1.61
Feminino,38,Preta,16,6000,1.7
Feminino,32,Branca,16,7388,1.79
Feminino,49,Branca,16,3500,1.66
Masculino,51,Branca,16,4000,1.72
Masculino,63,Branca,16,14000,1.68
Feminino,73,Branca,12,0,1.64
Masculino,44,Branca,14,8000,1.76
Feminino,54,Branca,16,8000,1.64
Feminino,73,Branca,16,50000,1.73
Masculino,35,Branca,16,5500,1.65
Masculino,32,Branca,16,17000,1.7
Masculino,33,Branca,16,14000,1.67
Masculino,26,Branca,16,10000,1.64
Masculino,35,Branca,16,3000,1.64
Masculino,30,Branca,16,8100,1.6
Feminino,35,Branca,16,800,1.69
Feminino,25,Branca,16,7700,1.8
Masculino,31,Amarela,16,10000,1.62
Feminino,43,Branca,16,11000,1.67
Masculino,50,Branca,14,5000,1.88
Feminino,63,Branca,16,8000,1.72
Masculino,33,Branca,16,7854,1.83
Masculino,31,Branca,16,8000,1.7
Feminino,31,Amarela,16,2800,1.72
Feminino,70,Branca,16,10000,1.66
Masculino,77,Preta,5,1200,1.66
Masculino,52,Branca,1,1500,1.68
Masculino,30,Parda,12,1200,1.72
Masculino,39,Branca,10,2000,1.59
Feminino,40,Branca,16,4000,1.76
Masculino,55,Branca,6,1000,1.64
Feminino,50,Parda,1,1000,1.58
Masculino,47,Branca,9,2000,1.71
Masculino,63,Parda,1,600,1.7
Masculino,61,Branca,9,1000,1.69
Feminino,38,Branca,1,2000,1.69
Masculino,91,Parda,1,300,1.73
Feminino,47,Parda,9,1810,1.63
Feminino,66,Branca,5,800,1.7
Masculino,28,Branca,16,3000,1.7
Masculino,28,Branca,12,1700,1.67
Feminino,40,Preta,1,1300,1.62
Masculino,49,Preta,12,1100,1.73
Masculino,64,Parda,1,1100,1.71
Feminino,49,Branca,16,1000,1.76
Masculino,25,Branca,12,1400,1.86
Masculino,45,Branca,12,2200,1.74
Masculino,28,Branca,12,2000,1.81
Masculino,42,Branca,12,4500,1.68
Masculino,39,Parda,12,1062,1.75
Masculino,41,Branca,9,4000,1.76
Masculino,65,Preta,5,3000,1.61
Masculino,43,Branca,12,2000,1.73
Masculino,71,Parda,5,2000,1.65
Feminino,54,Preta,6,1200,1.7
Masculino,28,Branca,1,1300,1.65
Masculino,70,Branca,12,4500,1.66
Masculino,28,Branca,12,1700,1.64
Masculino,60,Branca,5,2000,1.67
Feminino,51,Branca,14,1000,1.71
Masculino,31,Preta,12,1500,1.79
Masculino,37,Branca,6,800,1.67
Masculino,36,Parda,12,2000,1.64
Masculino,40,Parda,9,1500,1.77
Feminino,54,Branca,5,950,1.75
Masculino,40,Branca,12,1400,1.68
Masculino,45,Parda,9,2000,1.7
Feminino,39,Parda,12,1700,1.66
Masculino,51,Parda,16,2200,1.76
Masculino,51,Parda,12,3000,1.85
Feminino,55,Branca,12,2000,1.69
Masculino,48,Branca,16,4000,1.64
Masculino,40,Branca,12,1800,1.62
Masculino,60,Branca,12,1500,1.84
Masculino,43,Branca,16,3000,1.76
Feminino,61,Branca,1,2000,1.67
Masculino,58,Branca,1,3500,1.76
Masculino,42,Parda,16,3000,1.77
Feminino,45,Branca,12,1700,1.78
Masculino,67,Branca,9,2500,1.67
Feminino,56,Branca,15,2500,1.66
Feminino,63,Branca,16,400,1.69
Masculino,29,Branca,13,1500,1.78
Feminino,39,Branca,12,788,1.89
Masculino,46,Branca,9,1300,1.64
Masculino,79,Branca,10,1000,1.77
Feminino,48,Branca,12,2500,1.8
Masculino,67,Branca,9,1500,1.69
Feminino,35,Preta,14,2000,1.77
Masculino,66,Parda,15,1500,1.67
Feminino,52,Indígena,11,900,1.59
Masculino,43,Branca,12,5000,1.74
Masculino,45,Branca,15,0,1.82
Masculino,51,Parda,8,2200,1.69
Feminino,59,Parda,6,1400,1.77
Masculino,43,Branca,16,3800,1.62
Feminino,43,Preta,7,350,1.59
Masculino,30,Preta,7,1500,1.64
Feminino,71,Parda,5,180,1.65
Feminino,39,Branca,12,1600,1.75
Feminino,47,Branca,14,1900,1.74
Feminino,47,Preta,4,1000,1.68
Masculino,41,Branca,7,2000,1.7
Feminino,47,Branca,14,800,1.75
Feminino,43,Branca,12,1500,1.61
Masculino,35,Parda,12,1200,1.62
Masculino,36,Preta,15,1900,1.74
Feminino,40,Parda,12,1500,1.71
Masculino,48,Parda,6,960,1.75
Feminino,30,Parda,12,1800,1.62
Masculino,29,Preta,13,5000,1.69
Feminino,22,Preta,12,1250,1.6
Feminino,38,Indígena,5,1400,1.78
Feminino,36,Parda,8,900,1.72
Masculino,63,Branca,2,50,1.7
Masculino,28,Parda,5,1350,1.59
Feminino,31,Parda,11,1200,1.62
Masculino,27,Preta,9,2000,1.69
Masculino,65,Branca,16,3000,1.74
Masculino,43,Branca,12,15000,1.71
Feminino,24,Branca,16,4500,1.87
Masculino,56,Parda,8,3000,1.66
Masculino,52,Branca,15,6000,1.68
Masculino,56,Branca,16,20000,1.71
Feminino,51,Branca,16,30000,1.83
Masculino,64,Parda,3,900,1.83
Masculino,32,Branca,16,6000,1.85
Masculino,30,Branca,12,7000,1.74
Masculino,56,Branca,16,1500,1.66
Feminino,50,Parda,16,12000,1.62
Feminino,32,Branca,16,5000,1.55
Masculino,60,Branca,9,8000,1.77
Feminino,32,Branca,16,5000,1.73
Feminino,33,Branca,16,12000,1.59
Feminino,56,Branca,16,3000,1.73
Feminino,60,Branca,16,12000,1.81
Feminino,29,Branca,12,1200,1.78
Masculino,58,Preta,1,3000,1.83
Masculino,61,Branca,16,6000,1.57
Masculino,69,Branca,13,1000,1.76
Feminino,64,Branca,16,10000,1.7
Masculino,68,Branca,6,5000,1.74
